feature,importance_mean,importance_std
diff_period_1h,-0.000884898647589738,0.0029195011572944836
away_mean_start_x,-0.0008853210665825673,0.001449010512697866
diff_smart_passes,-0.0008871199634090887,0.0015611993341313134
away_tag_through,-0.0008987252216348552,0.0020547817364030547
ref_prior_cards_per_match,-0.0009250805526060501,0.0009640663171665581
away_event_free_kick,-0.0009303265315483644,0.0015388800384435622
home_touches,-0.0009303265315483644,0.001538880038443562
away_xg_proxy,-0.0009605642528041081,0.0017045699255877201
diff_subevent_touch,-0.0009623723184143618,0.0022081147693635257
home_shot_accuracy_proxy,-0.0009766232981055056,0.0024873676034989642
diff_dangerous_loss_rate,-0.001058246140967678,0.002461855641622646
away_dangerous_loss_rate,-0.0011021898268728902,0.0009942236297180473
away_prior_points_per_match,-0.0011154320404883843,0.004067100251996542
diff_xg_proxy,-0.0011339255661239277,0.001184459163777066
round_id,-0.0011953044365935472,0.002439496908555239
away_duel_win_rate,-0.001197545234046271,0.003161019454416906
away_tag_not_accurate,-0.0014113728960049698,0.0012634821424388598
home_prior_goal_diff_per_match,-0.0014353274721373265,0.0013842781147830677
gameweek,-0.0015114027243294803,0.0018510827352298067
diff_tag_blocked,-0.0015114027243294803,0.0018510827352298067
home_subevent_ground_loose_ball_duel,-0.0015114027243294803,0.0018510827352298067
home_left_foot_share,-0.0015114027243294803,0.0018510827352298067
away_crosses,-0.0015482152417048533,0.001242508070287419
diff_xg_per_shot,-0.001554609292468756,0.0018175173928185943
home_final_third_events,-0.0015978158606080317,0.0017822732783357301
diff_subevent_hand_pass,-0.0015978158606080317,0.0017822732783357301
diff_high_passes,-0.0016395198776697928,0.0017503871203114264
home_subevent_hand_pass,-0.0016709536133810766,0.0008354768066905383
away_shot_accuracy_proxy,-0.001687826790539626,0.001892411961116016
away_squad_prior_playerank_mean,-0.001730083862817522,0.0017195239216268466
diff_shot_accuracy_proxy,-0.0017310333586789018,0.0018554891145546963
diff_cross_accuracy,-0.0017900518382769405,0.0029272765177814214
diff_tag_assist,-0.0018682981533865383,0.0018861253567175758
away_starting_prior_playerank_mean,-0.0019184282526450325,0.0018024886014155882
home_xg_per_shot,-0.001981528161965729,0.002458782329441866
diff_accelerations,-0.0021503791106377568,0.0019111269978618018
ref_prior_draw_rate,-0.002155054821469071,0.001525490617073122
home_tag_sliding_tackle,-0.0021936720110976803,0.0001254412674288725
away_tag_accurate,-0.0022671040864942205,0.0018510827352298067
away_subevent_head_pass,-0.0022671040864942205,0.0018510827352298067
diff_box_entry_rate,-0.0022671040864942205,0.0018510827352298067
away_midfielder_share,-0.0022671040864942205,0.0018510827352298067
away_pass_accuracy,-0.0022671040864942205,0.0018510827352298067
home_tag_yellow_card,-0.0022671040864942205,0.0018510827352298067
home_final_third_entries,-0.002310310654633496,0.0017994629611090837
diff_subevent_high_pass,-0.0023121095514600175,0.0018896168989747774
home_tag_assist,-0.0024003215845650903,0.001874707257772675
away_progressive_pass_rate,-0.002507926257919224,0.0029316848021173937
home_red_cards_total,-0.0025097343412715965,9.715098978726466e-05
diff_pass_accuracy,-0.0025679323609910875,0.00301584417457672
away_events,-0.0026463462515792678,0.003510020798219193
away_avg_age,-0.0026640081880189292,0.001663872879361246
diff_prior_points_per_match,-0.002687711422514072,0.0022030381742992764
away_tag_counter_attack,-0.0030228054486589606,0.0015114027243294803
diff_penalty_area_events,-0.0030228054486589606,0.0015114027243294803
diff_shots_on_target_or_post,-0.0030228054486589606,0.0015114027243294803
home_cross_accuracy,-0.0030228054486589606,0.0015114027243294803
home_subevent_save_attempt,-0.0030660120167982363,0.001424989588050929
away_subevent_ground_loose_ball_duel,-0.003205917455757801,0.00224934633362448
away_prior_goal_diff_per_match,-0.003241486587147002,0.0010740404473533972
away_tag_assist,-0.003479138582729924,0.0014477760815307281
away_recent_points_per_match,-0.003738656541609342,0.0020361084024650496
